2010,1,1,2363.75,0,462.343092,39467,6384,22113,1411646000,1372291000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,1074,701,20515,429
2010,1,2,2619.335938,1353,535.295415,1615173,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,4,1,1,0.359272,0.359272,20,1,4318,8751,7825,135021,2274
2010,1,3,2501.203008,1439,571.1306042,1536089,6384,22113,1411646000,1372291000,6,0,0,0,0,0,0,25,0,2,0.365096,0.730192,171,5,3469,8688,5774,91702,1616
2010,1,4,2481.993464,1391.6,562.347387,1631598,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,42,0,3,0.791708,2.375124,190,15,2815,9039,5502,74472,1281
2010,1,5,2534.444444,1419.8,535.77439,1723684,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,44,2,2,0.255622,0.511244,182,15,4382,7703,5812,120976,2204
2010,2,6,2446.405797,1413.6,522.6776232,1715663,6384,22113,1411646000,1372291000,6,0,0,0,0,0,0,27,0,3,0.592869,1.778607,238,7,5637,9884,8831,150371,2483
2010,2,7,2550.14572,1329,617.5591624,1320105,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,8,1,2,0.432868,0.865736,132,6,6065,7478,5840,186447,3420
2010,2,8,2526.344086,1405.75,707.9245833,1044646,6384,22113,1411646000,1372291000,2,0,0,0,0,0,0,38,0,1,0.111725,0.111725,91,3,4420,6151,6518,138688,2238
2010,2,9,2343.793103,1411.8,705.7158083,1605264,6384,22113,1411646000,1372291000,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4329,7878,6120,123673,1864
2010,3,10,2367.470588,1430.5,701.255367,1778272,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,35,0,2,0.403402,0.806804,113,7,4019,7235,6093,113190,1711
2010,3,11,2408.081031,1480.8,694.1449638,1850252,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,55,2,2,0.184591,0.369182,168,7,3937,8101,5332,106757,1887
2010,3,12,2330.25641,1514,706.253497,1843039,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,52,0,2,0.334867,0.669734,159,2,4163,9515,6192,117977,1723
2010,3,13,2460.8,1522,842.5726048,1568746,6384,22113,1411646000,1372291000,2,0,0,0,0,0,1,5,1,2,0.702777,1.405554,153,10,4345,9644,6609,125033,1967
2010,3,14,2956.167883,1821.2,1138.434888,1593393,6384,22113,1411646000,1372291000,0,0,0,0,0,0,0,0,0,1,0.266533,0.266533,77,6,4077,9042,6669,105382,1847
2010,4,15,2968.528265,1976.2,903.9285237,2078051,6384,22113,1411646000,1372291000,6,0,0,0,0,0,0,40,0,3,0.988206,2.964618,318,20,3957,6315,7659,108127,2000
2010,4,16,2980.396341,2224,997.4886032,2403251,6384,22113,1411646000,1372291000,3,0,0,0,0,0,0,0,0,4,1.135686,4.542744,286,7,4211,2401,5832,102988,2071
2010,4,17,3121.886228,2503.8,1216.633396,3040440,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,30,7,1,0.396756,0.396756,99,4,3778,1626,6533,91412,1717
2010,4,18,3270.026738,2993.8,871.8006665,4665529,6384,22113,1411646000,1372291000,15,0,0,0,0,0,7,29,6,2,0.424767,0.849534,190,3,4004,1171,5852,106541,1872
2010,5,19,3381.95218,2907.25,558.3685085,5318926,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,149,3,2,0.602283,1.204566,193,2,3294,845,5063,86940,1497
2010,5,20,3310.677717,2436.6,638.0048722,5314716,6384,22113,1411646000,1372291000,9,0,0,0,0,0,0,28,1,3,0.529965,1.589895,242,11,3201,1038,5787,77684,1350
2010,5,21,3025.963149,1997.5,567.2448927,4570667,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,70,1,3,0.874451,2.623353,262,6,3005,1218,6273,71814,1274
2010,5,22,3192.736486,1976.6,574.7586237,5296132,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,7,0,2,0.146838,0.293676,173,1,3564,1347,6419,79508,1671
2010,6,23,2700.201005,1867.25,427.0227185,4671899,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,7,4,3,1.10438,3.31314,271,9,3515,1227,10118,80098,1366
2010,6,24,3295.297952,1662.4,429.2437638,4302348,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,42,0,2,0.429622,0.859244,204,6,3828,1627,6981,90061,1574
2010,6,25,4110.617284,1584.4,457.9490312,3578459,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,17,1,2,0.460668,0.921336,199,5,4228,1172,6594,90974,1965
2010,6,26,3280.955711,1591.2,482.570638,2912027,6384,22113,1411646000,1372291000,3,0,0,0,0,0,0,2,0,1,0.169948,0.169948,93,1,4193,1730,7487,91838,1505
2010,6,27,4128.213508,1536.4,559.9785158,2091614,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,0,0,3,0.884399,2.653197,228,7,3896,1358,6469,91670,1601
2010,7,28,4023.451327,1525,595.3932375,2099974,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,23,0,3,0.987724,2.963172,151,8,3669,1504,7951,86762,1618
2010,7,29,3832.556391,1590.2,654.1287365,1523768,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,64,0,1,0.421033,0.421033,87,6,3824,1358,7644,81309,1506
2010,7,30,3219.509615,1617,643.8317197,1732378,6384,22113,1411646000,1372291000,7,0,0,0,0,0,1,75,1,1,0.426499,0.426499,146,1,3034,1550,8134,57492,1021
2010,7,31,3005.429554,1677.4,692.5954667,1352121,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,37,1,4,0.688584,2.754336,352,15,3010,1895,7899,77126,1047
2010,8,32,2754.426426,1581.4,657.1095902,1586098,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,3,1,2,0.270788,0.541576,128,6,2524,1395,6449,48526,832
2010,8,33,3546.958678,1605.2,710.8684945,1585236,6384,22113,1411646000,1372291000,7,0,0,0,0,0,0,8,0,3,0.712256,2.136768,214,8,2793,2077,8332,55243,1103
2010,8,34,2713.717949,1634.4,776.1165172,1606858,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,22,1,4,1.067169,4.268676,334,13,3091,1838,8154,59893,1214
2010,8,35,3014.747475,1689.6,772.1362742,1896617,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,22,0,3,0.72419,2.17257,242,10,3063,1592,7637,63436,1161
2010,8,36,3509.254386,1759.2,774.4797675,1937394,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,43,4,1,0.401294,0.401294,72,5,3054,1705,8605,57192,1084
2010,9,37,3564.692308,1759.2,785.8354492,1654938,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,7,2,2,0.45123,0.90246,220,8,2962,1774,8501,57551,1093
2010,9,38,3147.951071,1783,754.1075925,1207059,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,39,0,4,0.691759,2.767036,407,14,3007,1254,8154,61051,1212
2010,9,39,3898.842105,1880,806.1475455,304551,6384,22113,1411646000,1372291000,6,0,0,0,0,0,6,65,0,1,0.43643,0.43643,95,0,1971,596,3890,40159,902
2010,9,40,3219.619565,1916.6,801.3500905,1558835,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,3,1,4,0.998559,3.994236,228,7,2789,1417,9359,56623,1352
2010,10,41,3046.818182,1880.8,772.331597,2039604,6384,22113,1411646000,1372291000,6,0,0,0,0,0,0,21,0,0,0,0,0,0,2801,1179,8049,54238,1373
2010,10,42,2778.333333,1862.8,785.4441022,1959216,6384,22113,1411646000,1372291000,9,0,0,0,0,0,1,83,3,2,0.455746,0.911492,151,4,2726,1334,7236,57564,1245
2010,10,43,3357.830189,1833.2,781.7281693,1882833,6384,22113,1411646000,1372291000,1,0,0,0,0,0,0,11,0,2,0.455999,0.911998,122,4,2828,1210,8523,77506,1344
2010,10,44,3250.031746,1825,816.8783424,1309567,6384,22113,1411646000,1372291000,5,0,0,0,0,0,0,62,0,3,0.890869,2.672607,203,4,2950,1208,8716,59750,1163
2010,11,45,2705.193277,1868.4,847.5976798,1821071,6384,22113,1411646000,1372291000,13,0,0,0,0,0,0,27,3,3,0.613668,1.841004,256,10,2644,1194,8003,53711,1078
2010,11,46,3614.4,1911,881.1808607,1823761,6384,22113,1411646000,1372291000,9,0,0,0,0,0,0,26,5,1,0.066284,0.066284,177,3,1911,1211,5577,43661,819
2010,11,47,3504.159292,1929.6,841.6233212,1885130,6384,22113,1411646000,1372291000,8,0,0,0,0,0,0,31,2,5,1.126079,5.630395,405,13,1448,1181,4039,35697,602
2010,11,48,3606.086957,1881.4,785.119781,1993137,6384,22113,1411646000,1372291000,4,0,0,0,0,0,1,26,1,1,0.082885,0.082885,106,1,1069,931,1915,31124,539
2010,11,49,2966.555556,1822.4,788.7877483,1602589,6384,22113,1411646000,1372291000,3,0,0,0,0,0,0,51,0,2,0.28044,0.56088,192,9,1031,1601,2076,36567,509
2010,12,50,3208.717949,1772.4,777.3235472,1155035,6384,22113,1411646000,1372291000,2,0,0,0,0,0,0,5,0,2,0.68193,1.36386,146,3,967,1844,2074,25053,486
2010,12,51,3161.836735,1912.8,776.9168168,1249541,6384,22113,1411646000,1372291000,1,0,0,0,0,0,0,0,0,1,0.093915,0.093915,111,2,876,1426,1765,23348,388
2010,12,52,3162.48062,1977.2,858.8586797,1667063,6384,22113,1411646000,1372291000,3,0,0,0,0,0,0,18,0,1,0.062192,0.062192,71,3,823,1417,1781,23627,411
2010,12,53,3192.585034,1923.8,903.2866794,1446502,6384,22113,1411646000,1372291000,4,0,0,0,0,0,0,28,4,3,0.794284,2.382852,247,5,886,1181,1706,27673,459
